OBJECTID,County,Contae,Local_Government_Area,Limistéar_Rialtas_Áitiúil,Classification,Cineál,Gaeltacht,Town_Classification,ID,English_Name,Irish_Name,Foirm_Ghinideach,Alternative_Name,IG_E,IG_N,ITM_E,ITM_N,Irish_Validation,Legislation,Validated_By,Date_,Comment_
1710,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97045,GLASHARE,Glais Áir,,,232572,169904,632515,669945,1,520,LH,1168300800000,
1711,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97046,GORESBRIDGE,An Droichead Nua,,,266636,153248,666572,653292,1,520,LH,1168300800000,
1712,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97047,GOWRAN,Gabhrán,,,262280,154416,662217,654460,1,520,LH,1168300800000,
1713,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97048,GRAIGUENAMANAGH,Gráig na Manach,,,267277,145167,667213,645213,1,520,LH,1168300800000,
1714,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97049,GRANGE,An Ghráinseach,,,247332,151137,647272,651182,1,520,LH,1168300800000,
1715,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97050,INISTIOGE,Inis Tíog,,,265310,136717,665246,636765,1,520,LH,1168300800000,
1716,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97051,JERPOINT CHURCH,Teampall Sheireapúin,,,256160,139648,656098,639695,1,520,LH,1168300800000,
1717,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97052,JERPOINT WEST,Seireapún an Fhásaigh Thiar,,,260223,128285,660160,628335,1,520,LH,1168300800000,
1718,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97053,JOHNSTOWN,Baile Sheáin,,,228964,166808,628908,666849,1,520,LH,1168300800000,
1719,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97054,KELLS,Ceanannas,,,249670,144432,649610,644478,1,520,LH,1168300800000,
1720,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97055,KILBEACON,Cill Bhéacáin,,,257620,126918,657558,626968,1,520,LH,1168300800000,
1721,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97056,KILBRIDE,Cill Bhríde,,,263552,125129,663489,625179,1,520,LH,1168300800000,
1722,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97057,KILCOLUMB,Cill Cholm,,,265680,118615,665616,618667,1,520,LH,1168300800000,
1723,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97058,KILCULLIHEEN,Cill Choilchín (cuid),,,260310,113845,660247,613898,1,520,LH,1168300800000,
1724,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97059,KILFANE,Cill Pháin,,,261058,145474,660995,645520,1,520,LH,1168300800000,
1725,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97060,KILKEASY,Cill Chéise,,,252203,130346,652142,630395,1,520,LH,1168300800000,
1726,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97061,KILKENNY No. 1 URBAN,Cill Chainnigh (Uimh.1 Uirbeach),,,249640,155354,649580,655398,1,520,LH,1168300800000,
1727,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97062,KILKENNY No. 2 URBAN,Cill Chainnigh (Uimh.2 Uirbeach),,,250363,156649,650303,656692,1,520,LH,1168300800000,
1728,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97063,KILKENNY RURAL,Cill Chainnigh (Tuath),,,251768,157811,651707,657854,1,520,LH,1168300800000,
1729,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97064,KILKIERAN,Cill Chiaráin,,,252493,163051,652432,663093,1,520,LH,1168300800000,
1730,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97065,KILLAHY,Cill Achaidh,,,253966,125484,653905,625534,1,520,LH,1168300800000,
1731,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97066,KILLAMERY,Cill Lamraí,,,240304,132073,640246,632122,1,520,LH,1168300800000,
1732,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97067,KILMACAR,Cill Mocheara,,,248430,170629,648370,670669,1,520,LH,1168300800000,
1733,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97068,KILMAGANNY,Cill Mogeanna,,,244166,134746,644107,634794,1,520,LH,1168300800000,
1734,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97069,KILMAKEVOGE,Cill Mochaomhóg,,,264856,122037,664792,622088,1,520,LH,1168300800000,
1735,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97070,KILMANAGH,Cill Mhanach,,,237554,151882,637496,651927,1,520,LH,1168300800000,
1736,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97071,KILTORCAN,Cill Torcáin,,,255604,135342,655542,635390,1,520,LH,1168300800000,
1737,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97072,KNOCKTOPHER,Cnoc an Teampaill,,,251555,136319,651494,636367,1,520,LH,1168300800000,
1738,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97073,LISDOWNEY,Lios Dúin Bhearna,,,238652,169957,638594,669998,1,520,LH,1168300800000,
1739,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97074,LISTERLIN,Lios Ó nDufaigh,,,263201,129098,663138,629147,1,520,LH,1168300800000,
1740,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97075,MALLARDSTOWN,Baile an Mhálartaigh,,,244525,139793,644466,639840,1,520,LH,1168300800000,
1741,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97076,MONEENROE,An Móinín Rua,,,257841,174331,657779,674371,1,520,LH,1168300800000,
1742,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97077,MOTHELL,Maothail,,,259571,168380,659509,668421,1,520,LH,1168300800000,
1743,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97078,MUCKALEE,Maigh Coillí,,,249945,127561,649885,627611,1,520,LH,1168300800000,
1744,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97079,MUCKALEE,Maigh Coillí,,,252158,167698,652097,667739,1,520,LH,1168300800000,
1745,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97080,ODAGH,Bábhún Ó nDuach,,,245085,161786,645026,661828,1,520,LH,1168300800000,
1746,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97081,OUTRATH,Uachtar Rátha,,,252184,151692,652123,651737,1,520,LH,1168300800000,
1747,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97082,PAULSTOWN,Baile Phóil,,,266379,156991,666315,657034,1,520,LH,1168300800000,
1748,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97083,PILLTOWN,Baile an Phoill,,,244953,125006,644894,625056,1,520,LH,1168300800000,
1749,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97084,PLEBERSTOWN,Baile an Phléibeartaigh,,,258043,137192,657981,637240,1,520,LH,1168300800000,
1750,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97085,POLLRONE,Poll Ruáin,,,250944,117217,650883,617269,1,520,LH,1168300800000,
1751,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97086,PORTNASCULLY,Port na Scoile,,,251444,113520,651383,613573,1,520,LH,1168300800000,
1752,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97087,POWERSTOWN,Baile an Phaoraigh,,,267225,149479,667161,649524,1,520,LH,1168300800000,
1753,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97088,RATHBEAGH,Ráth Bheathach,,,242271,167117,642212,667158,1,520,LH,1168300800000,
1754,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97089,RATHCOOLE,Ráth Cúil,,,256494,162210,656432,662252,1,520,LH,1168300800000,
1755,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97090,RATHEALY,Ráth Éalaigh,,,238768,160597,638710,660640,1,520,LH,1168300800000,
1756,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97091,RATHPATRICK,Ráth Phádraig,,,264506,114394,664442,614447,1,520,LH,1168300800000,
1757,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97092,ROSBERCON RURAL,Ros Bearrcon (Tuath),,,269237,128772,669172,628821,1,520,LH,1168300800000,
1758,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97093,ROSSINAN,Ros Séanáin,,,258512,120539,658450,620590,1,520,LH,1168300800000,
1759,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97094,SCOTSBOROUGH,Baile an Scotaigh,,,237670,147392,637612,647438,1,520,LH,1168300800000,
1760,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97095,SHANBOGH,Seanbhoth,,,267542,125605,667478,625655,1,520,LH,1168300800000,
1761,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97096,SHANKILL,An tSeanchill,,,264220,160436,664156,660479,1,520,LH,1168300800000,
1762,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97097,St. CANICE,Toghroinn Chainnigh,,,245441,157014,645382,657057,1,520,LH,1168300800000,
1763,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97098,STONYFORD,Áth Stúin,,,253080,141671,653019,641718,1,520,LH,1168300800000,
1764,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97099,TEMPLEORUM,Teampall Fhothram,,,247073,126406,647013,626456,1,520,LH,1168300800000,
1765,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97100,THE ROWER,An Robhar,,,269780,133468,669715,633516,1,520,LH,1168300800000,
1766,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97101,THOMASTOWN,Baile Mhic Andáin,,,258423,142673,658361,642719,1,520,LH,1168300800000,
1767,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97102,TISCOFFIN,Tigh Scoithín,,,260161,162040,660098,662082,1,520,LH,1168300800000,
1768,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97103,TUBBRID,Tiobraid,,,251483,122080,651422,622131,1,520,LH,1168300800000,
1769,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97104,TUBBRIDBRITTAIN,Tiobraid Bhriotáin,,,233778,159886,633721,659929,1,520,LH,1168300800000,
1770,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97105,TULLAGHANBROGUE,Tulchán Bróg,,,242634,148977,642575,649022,1,520,LH,1168300800000,
1771,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97106,TULLAHERIN,An Tulaigh Thirim,,,259223,147882,659161,647927,1,520,LH,1168300800000,
1772,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97107,TULLAHOUGHT,Tulchacht,,,243660,129438,643601,629487,1,520,LH,1168300800000,
1773,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97108,TULLAROAN,Tulach Ruáin,,,238293,155628,638235,655672,1,520,LH,1168300800000,
1774,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97109,ULLARD,Iolard,,,271158,147438,671093,647483,1,520,LH,1168300800000,
1775,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97110,ULLID,Iollad,,,254956,119579,654895,619631,1,520,LH,1168300800000,
1776,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97111,URLINGFORD,Áth na nUrlainn,,,229640,163713,629584,663755,1,520,LH,1168300800000,
1777,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97112,WHITECHURCH,An Teampall Geal,,,242069,124158,642010,624209,1,520,LH,1168300800000,
1778,KILKENNY,Cill Chainnigh,KILKENNY,,ED,T,N,,97113,WOOLENGRANGE,Gráinseach na hOlainne,,,256339,145405,656277,645451,1,520,LH,1168300800000,
1779,LAOIS,Laois,LAOIS,,ED,T,N,,107001,ABBEYLEIX,Mainistir Laoise,,,242119,183821,642060,683859,,,Fiontar,,
1780,LAOIS,Laois,LAOIS,,ED,T,N,,107002,AGHMACART,Achadh Mhic Airt,,,236928,175162,636870,675201,,,Fiontar,,
1781,LAOIS,Laois,LAOIS,,ED,T,N,,107003,ARDERIN,Ard Éireann,,,224783,197622,624728,697657,,,Fiontar,,
1782,LAOIS,Laois,LAOIS,,ED,T,N,,107004,ARDOUGH,Ard Duach,,,262735,175469,662672,675508,,,Fiontar,,
1783,LAOIS,Laois,LAOIS,,ED,T,N,,107005,ARLESS,Ardlios,,,264869,182885,664805,682923,,,Fiontar,,
1784,LAOIS,Laois,LAOIS,,ED,T,N,,107006,BALLICKMOYLER,Baile Mhic Mhaoilir,,,266035,178447,665971,678486,,,Fiontar,,
1785,LAOIS,Laois,LAOIS,,ED,T,N,,107007,BALLINAKILL,Baile na Coille,,,247986,180367,647926,680405,,,Fiontar,,
1786,LAOIS,Laois,LAOIS,,ED,T,N,,107008,BALLYADAMS,Baile Adaim,,,261105,192527,661042,692563,,,Fiontar,,
1787,LAOIS,Laois,LAOIS,,ED,T,N,,107009,BALLYBRITTAS,Baile Briotáis,,,255313,208326,655252,708358,,,Fiontar,,
1788,LAOIS,Laois,LAOIS,,ED,T,N,,107010,BALLYBROPHY,Baile Uí Bhróithe,,,224605,182750,624550,682788,,,Fiontar,,
1789,LAOIS,Laois,LAOIS,,ED,T,N,,107011,BALLYCARROLL,Baile Uí Chearúill,,,252133,199389,652072,699423,,,Fiontar,,
1790,LAOIS,Laois,LAOIS,,ED,T,N,,107012,BALLYFIN,Baile Formaid,,,237393,201496,637335,701530,,,Fiontar,,
1791,LAOIS,Laois,LAOIS,,ED,T,N,,107013,BALLYLEHANE,Baile Uí Liatháin,,,260845,184388,660782,684425,,,Fiontar,,
1792,LAOIS,Laois,LAOIS,,ED,T,N,,107014,BALLYLYNAN,Baile Uí Laigheanáin,,,262601,188497,662538,688533,,,Fiontar,,
1793,LAOIS,Laois,LAOIS,,ED,T,N,,107015,BALLYROAN,Baile Átha an Róine,,,246416,189550,646356,689586,,,Fiontar,,
1794,LAOIS,Laois,LAOIS,,ED,T,N,,107016,BARROWHOUSE,Teach na Bearú,,,266336,190137,666272,690173,,,Fiontar,,
1795,LAOIS,Laois,LAOIS,,ED,T,N,,107017,BLANDSFORT,Raithean an Mhanaigh,,,248818,185465,648758,685502,,,Fiontar,,
1796,LAOIS,Laois,LAOIS,,ED,T,N,,107018,BORRIS,Buiríos,,,245372,202245,645313,702279,,,Fiontar,,
1797,LAOIS,Laois,LAOIS,,ED,T,N,,107019,BORRIS-in-OSSORY,Buiríos Mór Osraí,,,224582,186492,624527,686529,,,Fiontar,,
1798,LAOIS,Laois,LAOIS,,ED,T,N,,107020,BRISHA,An Briseadh,,,233292,199899,633235,699933,,,Fiontar,,
1799,LAOIS,Laois,LAOIS,,ED,T,N,,107021,CAHER,An Chathair,,,225315,190945,625260,690981,,,Fiontar,,
1800,LAOIS,Laois,LAOIS,,ED,T,N,,107022,CAPARD,An Cheapach Ard,,,235705,206010,635648,706043,,,Fiontar,,
1801,LAOIS,Laois,LAOIS,,ED,T,N,,107023,CAPPALOUGH,Ceapach Lochánach,,,238964,215308,638906,715339,,,Fiontar,,
1802,LAOIS,Laois,LAOIS,,ED,T,N,,107024,CARDTOWN,Baile an Cheardaigh,,,227049,200347,626994,700381,,,Fiontar,,
1803,LAOIS,Laois,LAOIS,,ED,T,N,,107025,CASTLECUFFE,Baile an tSagairt,,,226046,210932,625991,710964,,,Fiontar,,
1804,LAOIS,Laois,LAOIS,,ED,T,N,,107026,CASTLETOWN,Baile an Chaisleáin,,,229324,188862,629268,688899,,,Fiontar,,
1805,LAOIS,Laois,LAOIS,,ED,T,N,,107027,CLASH,An Chlais,,,237609,186487,637551,686524,,,Fiontar,,
1806,LAOIS,Laois,LAOIS,,ED,T,N,,107028,CLONASLEE,Cluain na Slí,,,229707,209705,629651,709737,,,Fiontar,,
1807,LAOIS,Laois,LAOIS,,ED,T,N,,107029,CLONDARRIG,Cluain Dearg,,,242537,198882,642478,698916,,,Fiontar,,
1808,LAOIS,Laois,LAOIS,,ED,T,N,,107030,CLONIN,An Cluainín,,,231847,194756,631791,694791,,,Fiontar,,
1809,LAOIS,Laois,LAOIS,,ED,T,N,,107031,CLONKEEN,Cluain Caoin,,,242899,194095,642840,694130,,,Fiontar,,
1810,LAOIS,Laois,LAOIS,,ED,T,N,,107032,CLONMORE,Cluain Mór,,,219960,181143,619906,681181,,,Fiontar,,
1811,LAOIS,Laois,LAOIS,,ED,T,N,,107033,COLT,Colt,,,243784,190615,643725,690651,,,Fiontar,,
1812,LAOIS,Laois,LAOIS,,ED,T,N,,107034,COOLRAIN,Cúil Ruáin,,,228977,193109,628921,693145,,,Fiontar,,
1813,LAOIS,Laois,LAOIS,,ED,T,N,,107035,CUFFSBOROUGH,Baile Gabhdáin Mór,,,234428,183453,634371,683491,,,Fiontar,,
1814,LAOIS,Laois,LAOIS,,ED,T,N,,107036,CULLAHILL,An Chúlchoill,,,233180,173267,633123,673307,,,Fiontar,,
1815,LAOIS,Laois,LAOIS,,ED,T,N,,107037,CULLENAGH,Cuileannach,,,249409,191259,649349,691295,,,Fiontar,,
1816,LAOIS,Laois,LAOIS,,ED,T,N,,107038,CURRACLONE,Corrchluain,,,259727,197083,659665,697118,,,Fiontar,,
1817,LAOIS,Laois,LAOIS,,ED,T,N,,107039,DANGANS,Na Daingin,,,247138,208254,647078,708286,,,Fiontar,,
1818,LAOIS,Laois,LAOIS,,ED,T,N,,107040,DONAGHMORE,Domhnach Mór,,,227921,179974,627865,680012,,,Fiontar,,
1819,LAOIS,Laois,LAOIS,,ED,T,N,,107041,DONORE,Dún Uabhair,,,235207,189703,635150,689739,,,Fiontar,,
1820,LAOIS,Laois,LAOIS,,ED,T,N,,107042,DOONANE,An Dúnán,,,258298,180659,658236,680697,,,Fiontar,,
1821,LAOIS,Laois,LAOIS,,ED,T,N,,107043,DUNMORE,An Dún Mór,,,240597,180700,640539,680738,,,Fiontar,,
1822,LAOIS,Laois,LAOIS,,ED,T,N,,107044,DURROW,Darú,,,241263,177097,641205,677136,,,Fiontar,,
1823,LAOIS,Laois,LAOIS,,ED,T,N,,107045,DYSARTGALLEN,Díseart Gailine,,,251726,182880,651665,682918,,,Fiontar,,
1824,LAOIS,Laois,LAOIS,,ED,T,N,,107046,EMO,Ioma,,,253201,205850,653140,705883,,,Fiontar,,
1825,LAOIS,Laois,LAOIS,,ED,T,N,,107047,ERRILL,Eiréil,,,220680,177657,620626,677696,,,Fiontar,,
1826,LAOIS,Laois,LAOIS,,ED,T,N,,107048,FARNANS,An Fearnán,,,261964,183531,661901,683569,,,Fiontar,,
1827,LAOIS,Laois,LAOIS,,ED,T,N,,107049,FOSSY,An Fosadh,,,254717,186341,654656,686378,,,Fiontar,,
1828,LAOIS,Laois,LAOIS,,ED,T,N,,107050,GARRYMORE,An Garraí Mór,,,243101,214319,643042,714350,,,Fiontar,,
1829,LAOIS,Laois,LAOIS,,ED,T,N,,107051,GRAIGUE,,,,243512,210169,643453,710201,,,,,
1830,LAOIS,Laois,LAOIS,,ED,T,N,,107052,GRAIGUE RURAL,An Ghráig (Tuath),,,269621,177764,669556,677803,,,Fiontar,,
1831,LAOIS,Laois,LAOIS,,ED,T,N,,107053,GRANTSTOWN,Baile an Ghróntaigh,,,232021,180173,631965,680211,,,Fiontar,,
1832,LAOIS,Laois,LAOIS,,ED,T,N,,107054,JAMESTOWN,Baile Thaidhg Dhuibh,,,259153,207933,659091,707965,,,Fiontar,,
1833,LAOIS,Laois,LAOIS,,ED,T,N,,107055,KILCOKE,Cill Chóca,,,227301,182714,627246,682752,,,Fiontar,,
1834,LAOIS,Laois,LAOIS,,ED,T,N,,107056,KILCOLMANBANE,Cill Cholmáin Bháin,,,249064,195126,649004,695161,,,Fiontar,,
1835,LAOIS,Laois,LAOIS,,ED,T,N,,107057,KILDELLIG,Cill Deilge,,,231125,185290,631069,685327,,,Fiontar,,
1836,LAOIS,Laois,LAOIS,,ED,T,N,,107058,KILLABBAN,Cill Abáin,,,269480,184755,669415,684792,,,Fiontar,,
1837,LAOIS,Laois,LAOIS,,ED,T,N,,107059,KILLERMOGH,Cill Dara Maí,,,236419,180630,636362,680668,,,Fiontar,,
1838,LAOIS,Laois,LAOIS,,ED,T,N,,107060,KILMULLEN,Coill an Mhuillinn,,,258333,211271,658271,711303,,,Fiontar,,
1839,LAOIS,Laois,LAOIS,,ED,T,N,,107061,KILMURRY,Cill Mhuire,,,254868,201051,654807,701085,,,Fiontar,,
1840,LAOIS,Laois,LAOIS,,ED,T,N,,107062,KILNASEER,Cill na Saor,,,232728,175948,632671,675987,,,Fiontar,,
1841,LAOIS,Laois,LAOIS,,ED,T,N,,107063,KYLE,An Chill,,,221502,190602,621448,690638,,,Fiontar,,
1842,LAOIS,Laois,LAOIS,,ED,T,N,,107064,KYLE SOUTH,,,,223374,173631,623319,673671,,,,,
1843,LAOIS,Laois,LAOIS,,ED,T,N,,107065,LACKA,An Leac,,,230791,200997,630735,701031,,,Fiontar,,
1844,LAOIS,Laois,LAOIS,,ED,T,N,,107066,LUGGACURREN,,,,257603,187830,657541,687867,,,,,
1845,LAOIS,Laois,LAOIS,,ED,T,N,,107067,MARYMOUNT,Mongach Mhór,,,225252,192915,625197,692951,,,Fiontar,,
1846,LAOIS,Laois,LAOIS,,ED,T,N,,107068,MEELICK,Míleac,,,238270,210688,638212,710720,,,Fiontar,,
1847,LAOIS,Laois,LAOIS,,ED,T,N,,107069,MONEENALASSA,Móinín an Leasa,,,220841,183858,620787,683896,,,Fiontar,,
1848,LAOIS,Laois,LAOIS,,ED,T,N,,107070,MONEYMORE,An Muine Mór,,,221315,188328,621261,688365,,,Fiontar,,
1849,LAOIS,Laois,LAOIS,,ED,T,N,,107071,MOUNTMELLICK RURAL,Móinteach Mílic (Tuath),,,244047,205376,643988,705409,,,Fiontar,,
1850,LAOIS,Laois,LAOIS,,ED,T,N,,107072,MOUNTMELLICK URBAN,Móinteach Mílic (Uirbeach),,,244725,207260,644666,707292,,,Fiontar,,
1851,LAOIS,Laois,LAOIS,,ED,T,N,,107073,MOUNTRATH,Maighean Rátha,,,235260,195151,635203,695186,,,Fiontar,,
1852,LAOIS,Laois,LAOIS,,ED,T,N,,107074,MOYANNA,Maigh Eanaigh,,,258676,200923,658614,700957,,,Fiontar,,
1853,LAOIS,Laois,LAOIS,,ED,T,N,,107075,NEALSTOWN,Bealach Ladhrach,,,221784,195033,621730,695068,,,Fiontar,,
1854,LAOIS,Laois,LAOIS,,ED,T,N,,107076,NEWTOWN,Cluain Broc,,,259418,177407,659356,677446,,,Fiontar,,
1855,LAOIS,Laois,LAOIS,,ED,T,N,,107077,O'MORESFOREST,Coill Uí Mhórdha,,,241615,203640,641557,703673,,,Fiontar,,
1856,LAOIS,Laois,LAOIS,,ED,T,N,,107078,PORTARLINGTON SOUTH,Cúil an tSúdaire Theas,,,253482,210853,653421,710885,,,Fiontar,,
1857,LAOIS,Laois,LAOIS,,ED,T,N,,107079,PORTLAOIGHISE RURAL,Port Laoise (Tuath),,,248091,199132,648031,699166,,,Fiontar,,
1858,LAOIS,Laois,LAOIS,,ED,T,N,,107080,PORTLAOIGHISE URBAN,Port Laoise (Uirbeach),,,247103,198242,647043,698276,,,Fiontar,,
1859,LAOIS,Laois,LAOIS,,ED,T,N,,107081,RAHEEN,An Ráithín,,,239873,189728,639815,689764,,,Fiontar,,
1860,LAOIS,Laois,LAOIS,,ED,T,N,,107082,RATHASPICK,Ráth Easpaig,,,259320,185425,659258,685462,,,Fiontar,,
1861,LAOIS,Laois,LAOIS,,ED,T,N,,107083,RATHDOWNEY,Ráth Domhnaigh,,,227430,176620,627375,676659,,,Fiontar,,
1862,LAOIS,Laois,LAOIS,,ED,T,N,,107084,RATHSARAN,Ráth Sáráin,,,224814,178154,624759,678193,,,Fiontar,,
1863,LAOIS,Laois,LAOIS,,ED,T,N,,107085,REARYMORE,Raoire Mór,,,236490,212948,636433,712979,,,Fiontar,,
1864,LAOIS,Laois,LAOIS,,ED,T,N,,107086,ROSENALLIS,Ros Fhionnghlaise,,,239587,206968,639529,707001,,,Fiontar,,
1865,LAOIS,Laois,LAOIS,,ED,T,N,,107087,ROSSMORE,An Ros Mór,,,267451,174866,667387,674905,,,Fiontar,,
1866,LAOIS,Laois,LAOIS,,ED,T,N,,107088,SALLYFORD,Áth na Sailí,,,260203,204237,660140,704270,,,Fiontar,,
1867,LAOIS,Laois,LAOIS,,ED,T,N,,107089,SHAEN,An Sián,,,248675,203605,648615,703638,,,Fiontar,,
1868,LAOIS,Laois,LAOIS,,ED,T,N,,107090,SHRULE,Sruthail,,,269536,181581,669471,681619,,,Fiontar,,
1869,LAOIS,Laois,LAOIS,,ED,T,N,,107091,STRADBALLY,An Sráidbhaile,,,255389,196904,655328,696939,,,Fiontar,,
1870,LAOIS,Laois,LAOIS,,ED,T,N,,107092,TANKARDSTOWN,Baile an Tancardaigh,,,267325,187698,667261,687735,,,Fiontar,,
1871,LAOIS,Laois,LAOIS,,ED,T,N,,107093,TIMAHOE,Tigh Mochua,,,252387,189612,652326,689648,,,Fiontar,,
1872,LAOIS,Laois,LAOIS,,ED,T,N,,107094,TIMOGUE,Tigh Maodhóg,,,253799,193807,653738,693842,,,Fiontar,,
1873,LAOIS,Laois,LAOIS,,ED,T,N,,107095,TINNAHINCH,Tigh na hInse,,,233408,208429,633351,708461,,,Fiontar,,
1874,LAOIS,Laois,LAOIS,,ED,T,N,,107096,TRUMRA,Tromráth,,,238818,195087,638760,695122,,,Fiontar,,
1875,LAOIS,Laois,LAOIS,,ED,T,N,,107097,TURRA,Teamhair,,,262905,179144,662842,679183,,,Fiontar,,
1876,LAOIS,Laois,LAOIS,,ED,T,N,,107098,VICARSTOWN,Baile an Bhiocáire,,,261339,200220,661276,700254,,,Fiontar,,
1877,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117001,AGHACASHEL,Achadh an Chaisil,,,203280,314572,603230,814582,,,Fiontar,,
1878,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117002,AGHALATEEVE,Achadh Leataoibh,,,181012,348186,580968,848189,,,Fiontar,,
1879,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117003,AGHANLISH,Achadh Sheanlis,,,178625,350152,578581,850154,,,Fiontar,,
1880,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117004,AGHAVAS,Achadh an Mheasa,,,217426,302774,617373,802786,,,Fiontar,,
1881,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117005,AGHAVOGHIL,Achadh Bhuachaill,,,185960,352471,585915,852473,,,Fiontar,,
1882,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117006,ANNADUFF,Eanach Duibh,,,201126,296692,601077,796705,,,Fiontar,,
1883,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117007,ARIGNA,An Airgnigh,,,187311,321567,587265,821575,,,Fiontar,,
1884,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117008,BALLAGHAMEEHAN,Bealach Uí Mhithín,,,192141,346291,592094,846294,,,Fiontar,,
1885,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117009,BALLINAMORE,Béal an Átha Móir,,,210838,311375,610787,811385,,,Fiontar,,
1886,LEITRIM,Liatroim,LEITRIM,,ED,T,N,,117010,BARNAMEENAGH,Barr na Mianach,,,198731,315408,598682,815417,,,Fiontar,,
